Code Size (B),Execution Time (µs),Memory Usage (KB)
1505,2810,27072
7622,8584,28512
2079,1594,25632
804,533,24192
1096,1838,25920
15735,23549,31104
245,396,23328
305,498,24768
2843,2041,26208
2943,4896,27648
177,585,23904
9542,25477,31104
235,307,24192
379,385,23904
1187,684,24768
87,290,23616
2206,2403,26496
8275,15795,29952
183,780,25056
1452,1029,25920
87,292,23904
894,1057,25344
1285,528,24192
1172,2097,25920
431,727,25344
351,403,24480
1242,2576,25920
20813,42970,38016
1179,1264,25632
619,708,24480
1230,1504,25920
1146,1735,25920
1430,875,25632
1119,1437,25920
163,296,24480
259,385,23904
167,332,24192
387,412,24192
523,356,24480
87,258,23904
1936,2644,25920
716,1335,25632
4877,6924,28512
5644,5469,27936
2022,2356,26496
2186,2803,26496
87,271,23616
486,485,24480
10165,18977,31392
8449,23304,32256
686,677,25056
1260,1990,26496
348,3918,25632
797,606,25344
5511,6015,27360
541,1138,25632
1318,1759,26208
3196,2975,26784
7732,14475,30240
552,412,24480
3231,4789,27648
6908,13735,30240
2639,6753,28224
425,672,25056
1346,1258,25632
2304,4696,27360
1422,1885,26208
381,754,25632
1881,2229,26208
2646,5538,27936
9063,14245,30240
1109,1437,25920
2553,3302,26784
1058,989,25920
220,308,24480
3707,4760,27936
1536,1445,25632
1546,2311,26496
546,910,25920
2155,3625,26496
922,535,24768
980,883,24768
1887,1788,26208
207,407,24192
1447,1410,26208
1053,2116,25920
234,329,23904
840,521,24768
1684,1505,25920
1464,1897,26208
707,482,24480
343,477,24768
475,482,23904
741,445,23904
364,685,24192
1001,707,24480
3106,4004,27072
335,360,24192
342,446,24768
1147,1963,25920
843,1473,25920
3792,5896,27936
7691,7555,27360
233,578,25344
480,869,25056
729,641,24768
858,1635,25920
26166,45902,36864
3856,5444,27648
8019,15257,30240
1070,953,25632
2450,2637,26208
2015,1252,25056
2046,2250,26208
959,481,24768
17772,32526,35136
986,1270,25344
565,1303,25920
275,510,24768
966,762,23904
424,405,24192
429,1131,25344
1044,604,24192
736,1279,25344
2646,3763,26784
1947,851,24480
152,347,24480
12307,17125,30816
2975,5288,27936
679,463,24192
285,341,24768
2789,4979,26208
3194,5506,28224
2859,4127,27072
1490,1742,25632
678,833,25344
1020,647,24480
346,393,23904
285,475,23616
1202,715,24768
10525,12867,29952
3080,6174,27360
151,285,24480
1020,1893,26208
802,984,25344
16566,32764,35424
490,404,24480
2337,3160,26784
171,362,24192
965,532,24480
2513,2049,26208
637,491,24768
6510,11180,29088
1450,1764,26208
15415,27655,32544
4457,10961,29088
1639,3453,25920
1941,1812,26496
967,479,23904
1565,1492,25056
561,629,24192
2486,4452,26496
693,905,25632
262,412,24192
6231,10341,29088
2675,2855,26784
1691,2488,26208
787,617,24480
364,1098,25344
766,505,24192
791,678,25344
2304,3002,25344
11512,20156,29952
3560,3228,26496
812,439,23616
8033,12718,29088
1168,1071,25344
2181,1548,25920
1371,1300,25920
7874,19405,30240
12874,31544,33984
14698,21956,32256
2780,4940,27648
573,584,24768
1881,4778,27360
5417,9422,29088
87,457,23904
2571,2991,26208
288,507,24480
2170,2649,26496
359,386,24768
1173,798,25344
898,1017,25632
805,2008,25632
978,574,24480
1308,1679,25920
575,802,24768
608,587,24480
653,443,24192
2228,3007,26496
87,299,23616
1172,1416,24768
87,266,23616
739,2697,26208
3738,8029,28800
1404,1656,25920
1120,2493,25632
976,551,24480
1345,1529,25632
388,1034,25920
7567,8231,28800
367,387,24768
985,2485,26496
1226,535,24480
487,1257,25056
87,289,24192
2413,4144,27072
2007,1733,26208
323,544,24480
3354,8202,27936
306,691,25632
1668,3530,26784
731,397,24192
1982,1892,25920
535,584,24480
159,350,24480
87,269,24192
5169,6614,28512
1636,1704,26496
1130,1077,25920
944,1636,25920
3351,7238,28224
3436,7717,27648
6306,11373,28800
194,291,23904
730,529,24192
2252,2989,26784
7591,10192,29664
12326,23172,31392
4112,4593,27360
3109,4573,26784
8760,16927,30528
1658,846,25056
372,813,25344
3967,6885,27360
17110,23232,32544
925,458,23904
477,458,23904
201,529,24192
3550,7894,28224
1879,3524,26784
1044,556,25056
1173,623,24768
275,332,24192
3308,4677,28224
773,1826,26208
299,367,24192
3749,6683,26496
2353,6125,27360
2359,2566,26208
4888,10405,28800
458,375,24480
4944,4293,27648
1363,1801,25344
6507,10840,29376
10253,14866,30816
3736,6515,28224
462,675,25344
1559,858,25344
6590,7710,28512
254,322,24192
734,1017,25920
489,657,25632
12838,21188,31680
3793,9355,27648
2151,2016,25920
3914,2484,26496
2168,3417,27360
952,1271,25920
87,260,23904
276,403,23904
626,907,25056
1439,2859,26208
7746,11642,29088
1205,1860,25920
337,315,24192
896,2583,25632
1792,1739,26208
4372,7570,28224
2392,2014,26208
2526,3336,26208
1084,1841,26208
16038,27215,33984
3458,3606,26496
5367,10755,28512
367,357,24480
1703,2375,25920
2987,4802,27360
9638,10681,28800
1932,1910,25632
2927,6420,27648
5395,5000,27360
5410,8433,28224
715,1035,25920
999,1495,25920
838,936,25632
5187,5984,27936
7845,17479,31392
2573,1935,26496
87,242,23328
5396,8461,28512
87,252,24192
1227,1145,25632
16956,32173,35424
259,504,24480
9418,17327,31104
2224,2266,26496
930,1361,25920
1602,977,25344
1205,761,25344
793,1552,25632
6601,13588,29952
5847,6287,28224
411,353,24480
5469,9544,28512
3811,6388,27648
339,336,24480
1454,1606,25344
1081,1946,24192
1259,805,24192
2912,5947,28224
394,978,25632
4302,8552,28512
11960,28037,34272
898,1515,25920
1549,2565,26208
445,914,25056
822,466,24480
1317,1806,25632
1129,1641,25920
1315,1682,25920
963,1302,25920
3732,5495,27648
163,297,24192
974,691,24768
2207,753,24192
1592,1854,25920
12596,22797,31104
1728,2019,26496
453,382,24192
1840,3366,25920
154,335,24480
1274,1301,25344
9254,21036,30528
563,419,23904
342,352,24768
1864,1504,25344
773,913,24480
140,296,24480
1951,2806,26208
144,268,24192
2355,2114,26208
614,585,24768
1344,950,24480
1457,2118,25344
3056,6526,27936
159,326,24480
614,772,25056
759,442,24480
2087,2984,26784
3310,6622,27360
6499,12035,28512
1106,2001,26208
943,1669,25920
483,638,24480
693,427,24480
1283,1247,25920
2150,3541,26208
249,352,24192
3987,2889,25920
3017,2498,25920
87,265,23904
426,1006,25920
2749,2516,26496
15381,22904,30816
391,404,24192
6343,12259,29376
1775,2092,25920
937,765,24768
317,338,23904
2792,2790,26208
1278,1455,25920
665,751,25344
187,344,24192
1845,778,24480
625,623,24768
460,360,23904
1012,862,25056
2218,4527,27648
1284,1487,25632
2343,2111,26208
237,480,23904
872,960,25632
1116,2439,25920
923,2079,25632
1823,2625,26496
521,406,24768
552,1064,25344
939,1400,25920
14128,19225,30528
2596,6585,26496
489,368,24480
1980,3820,26784
1393,2132,26496
516,1930,25632
782,1679,25632
776,1471,24480
260,352,24480
722,1464,25344
5878,14622,29376
7891,9832,28224
3139,6132,27360
1269,918,24768
6545,6507,27936
1452,852,25056
2419,6481,28224
4496,5703,26784
4267,3708,27072
1091,1646,25920
359,1489,25056
995,617,24192
2458,1788,26496
1302,651,24768
4097,8236,27936
8423,13554,29952
594,846,25344
140,262,24192
5689,7982,28224
1173,718,24480
580,486,24768
1150,571,24480
2670,2947,26496
373,911,24192
2110,2089,25920
1066,1822,25920
285,686,25632
1093,635,24480
20651,38033,35136
1885,5125,27072
5973,5935,27648
10701,20746,31968
872,539,24768
566,378,24480
3417,5786,27648
2631,806,24768
1381,1779,25632
1107,2181,25632
1028,1546,25344
2284,2593,26496
2845,4348,26784
3272,3509,26496
6680,7430,26784
7528,16589,29952
9652,18367,30816
3547,6743,27648
398,349,24768
1496,656,24192
990,1606,25920
561,591,24768
467,376,24480
4081,11416,28224
1824,3397,25632
5166,10647,28512
232,834,25344
239,350,24480
2505,1529,25920
1794,2132,25920
529,389,24480
1120,1216,25344
1753,1953,25920
709,473,24192
9883,18861,30816
1442,966,25056
5020,11763,29376
87,245,23616
466,1004,25920
19409,32211,34272
210,725,25632
2283,3953,27072
10856,14266,30240
4040,4043,26784
294,571,25344
986,574,23904
171,347,24480
9887,7944,28224
2045,1784,25920
580,1104,25344
753,1061,25920
2587,6502,27648
1396,2135,26496
167,382,23616
1320,2449,26208
1454,722,24480
13720,27997,32832
662,699,25056
7651,10531,29376
2222,2885,25920
8323,18466,31392
266,348,24480
703,532,24480
3265,6505,27360
1967,5549,27072
769,1236,25632
876,1208,25632
666,929,25920
1471,730,25344
344,498,23904
2236,7509,27936
843,1735,25632
897,984,25344
2033,1255,25632
87,253,24480
6762,10422,29088
7105,16517,30816
5061,8649,28800
547,1217,25632
9753,29333,31968
159,297,24768
8625,14823,29664
10027,17402,30528
7080,10824,28512
247,503,24768
167,533,24192
979,559,24480
1677,797,25056
893,1798,25920
390,498,24480
163,290,23904
453,822,25344
1315,655,25056
15000,26344,32832
2476,3008,25920
1120,596,24480
3411,2938,27072
829,1163,24192
241,326,24192
8012,9596,29376
9179,13119,29664
385,596,24768
364,620,25344
17016,28999,32544
338,1130,25920
2005,3809,26208
1458,4342,26208
2198,850,24768
296,402,24768
1380,1603,25632
2525,6496,28224
8365,12962,30528
462,415,24480
629,383,24192
8269,10332,29664
990,578,24480
802,477,24192
741,477,24480
1021,686,24480
1376,2901,26784
8285,12068,29664
1127,1660,25632
138,320,24768
210,374,24768
139,295,24480
9197,16286,29376
20686,33263,33984
3475,5363,27648
1056,917,25344
1002,685,24480
1561,2517,26208
363,760,25056
3138,2601,26784
7246,6039,27936
5096,10833,28800
3789,2414,26208
5065,9774,29088
4157,5268,27648
742,591,24480
3075,6926,27072
715,489,24192
2610,2279,26496
641,873,25632
12029,24243,30816
2602,6478,27648
1663,1718,25344
12156,18305,31104
1259,604,24768
473,1324,24480
3728,2299,25920
1174,1011,25632
546,572,24768
545,1698,25632
1417,1189,25632
3687,6680,27936
1476,675,24480
4442,8833,28800
2291,5801,27648
4844,7400,28512
1909,1669,25344
2671,2155,26496
336,757,25344
569,946,25632
7460,13613,29664
4451,4424,27360
16272,22225,31392
1013,498,24192
460,409,24192
2484,2550,26496
1048,719,25344
990,1881,25632
2030,745,24768
342,436,23904
7348,19646,29088
3651,5437,27072
212,306,24768
191,292,24480
986,1272,25632
471,837,25056
87,431,23904
12246,21312,31392
948,1783,25344
986,2998,25344
1492,1692,26208
758,924,25344
2465,2842,26784
501,899,25056
2567,2409,25920
503,1547,25920
1436,602,24480
1785,2695,26496
5784,7306,27936
1469,3667,26784
550,1006,25920
1203,1941,26784
2281,3313,26208
843,676,24768
5350,7891,28512
4779,7150,28512
87,239,23904
632,498,24192
1225,3094,26496
393,508,24480
2175,2889,26208
6125,9092,27936
1734,1883,26496
2111,2662,25920
677,418,24192
1227,769,24480
2661,3950,26784
25345,46630,37152
1146,2327,24480
3254,5020,27936
1011,1065,25632
694,923,24192
1973,2492,26496
323,1060,25920
12718,20257,31968
659,585,25056
611,1602,25632
19343,26552,33120
382,875,25920
30893,44941,36864
1101,1726,26208
1459,732,24480
290,362,24768
546,1392,25920
1327,1072,24192
1015,1960,26208
1454,3108,25344
551,1028,25920
1232,2591,25632
143,301,23616
14241,24364,31968
4068,15647,28512
1082,1144,25632
687,628,24768
2452,2975,25920
377,1213,24192
6649,10126,28800
1083,620,23904
3405,6491,27648
5028,7564,27936
1323,1729,25920
7314,14491,30528
17547,24722,33120
187,299,24768
2135,2031,26496
446,405,24480
3350,4480,27072
441,355,24192
9962,11199,29088
387,345,24768
2080,1723,26208
1542,1914,25344
2008,2955,26496
1417,2465,26208
7240,13076,29376
3154,3422,26784
303,407,24192
222,332,24768
6373,7466,28800
423,968,25632
2070,5298,27072
1744,2003,26496
747,1469,25056
159,544,24480
2716,5183,27360
1493,1904,25920
251,344,23904
5952,12487,28512
1983,4541,27648
921,1485,25344
4362,5693,27648
3207,2452,26496
5720,6542,27936
1473,1350,25344
1033,833,25056
6519,12039,29664
852,1108,25632
1069,2245,25920
944,1662,25920
7080,13578,29952
2908,5715,27648
14834,20044,31680
87,241,24480
1006,5095,26208
1457,1327,26208
1378,2376,25344
2308,2087,25632
337,328,24768
815,664,24480
907,2013,26208
519,1013,24192
26375,33645,34848
6438,12875,29376
11607,19090,31680
17269,35031,33696
1043,2335,25056
454,371,24768
1499,1908,24480
348,343,24192
1499,918,25056
6134,3564,27360
1898,8792,25920
167,391,24192
5331,7661,27936
1565,1977,26208
322,879,25632
5692,7472,28224
379,365,24192
3805,5048,27648
378,582,25344
1475,1045,24480
7383,9123,28224
860,1732,25920
920,507,24768
345,476,24768
475,352,24192
3143,3233,26208
1768,901,25632
330,1129,25344
1961,4317,26208
146,285,23904
12397,23012,32544
2836,4184,25920
2420,3783,25920
2024,4710,26496
2114,2483,26496
494,656,24192
1535,2630,25920
297,898,26208
1811,1635,25344
3937,2406,25920
563,537,24192
4513,7356,27648
516,861,25920
1943,2049,25920
949,1100,25632
4158,13558,28800
690,1011,25920
2406,4160,27360
1495,1957,25344
2592,7321,27072
1549,1925,25632
15568,31248,31968
473,1522,24480
641,598,24480
247,438,24480
888,513,24768
951,1027,25632
10056,18903,31104
1012,535,25056
2212,4488,27360
1236,1796,25920
232,536,25056
18308,33715,35136
5870,8059,27936
972,1422,25632
3231,7622,28512
5550,10209,29376
1008,1146,26208
10139,24343,32544
1531,711,24768
13067,22464,32256
10898,15573,29088
2293,3970,27648
1027,549,24768
185,292,24480
3496,5285,27360
2675,4450,26496
87,285,23904
159,295,24480
87,234,24192
2026,2188,26208
1250,1202,25920
3292,4392,27072
587,471,24480
437,1775,25632
8079,13901,29952
19198,37090,36288
6393,9137,29088
1789,4707,27936
5242,7790,27936
1955,1768,26208
1188,1190,25632
10054,12302,28800
5902,8329,28800
2275,1682,25632
4813,12899,28224
2727,2282,26208
373,826,25632
15317,26913,33984
613,582,25344
2494,3241,26208
2314,3594,25632
303,630,25056
5479,13575,29376
815,2521,26208
1585,1368,25632
2672,3181,26496
1006,1809,25632
850,674,24768
194,335,24192
1060,1439,25344
1209,3923,26208
342,733,25632
724,458,24480
906,757,24768
5071,5684,27936
1219,2044,25920
268,393,24192
4368,10607,28224
2633,7063,27936
7729,10933,29088
7279,11360,29088
1386,1022,24768
344,599,25056
1419,1697,25632
1603,2053,25920
2349,1984,25632
413,463,24768
1824,5079,25632
1819,1365,26208
1186,1766,25632
517,715,25056
6791,8994,28800
615,385,24480
1118,615,24480
1168,3985,25920
1079,1207,26208
4872,8381,28800
6689,8058,28224
2746,2164,25632
2290,7289,28224
265,355,24480
293,1072,24192
6756,11214,28224
5331,6762,27360
441,385,24768
4319,6962,28224
1137,917,24192
854,960,25632
163,265,24480
684,507,24480
793,452,24480
12461,16381,30528
989,1103,25920
653,832,25056
1889,830,24768
607,582,24480
311,345,24480
7561,18625,29376
9200,15821,30528
2512,2993,27360
1159,561,25056
1965,1805,25632
330,393,24480
4720,7079,27936
5785,4678,27360
3798,4875,28224
1807,2848,25632
828,502,24192
2434,4550,27072
1164,1999,25920
16545,31377,33408
1043,1083,25920
19754,32627,34560
2908,4295,27072
483,550,24192
1554,2210,25632
1061,651,24192
350,326,24480
2354,887,24768
533,1123,25056
1551,785,24480
444,347,24768
3868,6031,27936
1350,1738,25632
680,954,25632
1165,2407,25632
2235,1098,24768
2621,4054,26784
1631,2042,25920
592,373,24480
87,378,23616
186,383,24480
4161,10319,29376
213,898,25920
4424,5905,27936
843,603,24480
4874,6190,27936
879,1458,25920
1536,874,25344
9432,15815,30816
87,241,24192
277,650,23904
1935,6151,27072
1486,1711,26496
433,428,24768
1500,2588,25632
4676,4480,26784
1223,963,25920
4731,7905,28800
729,571,24192
9311,13639,29952
461,980,25632
400,1403,25344
5791,12128,29376
1247,885,24768
263,345,24480
2058,1583,25344
793,987,25056
1423,2208,26208
3085,3819,26784
290,450,24768
18720,28874,33408
343,336,24480
618,500,24480
1569,3484,26208
1112,1378,26208
483,446,24192
4326,3818,27648
358,2395,25920
345,368,24480
1061,2105,25920
1593,2109,26496
2494,3620,27360
1294,911,25632
1219,599,24480
3213,4230,27360
1117,586,24768
503,767,24480
87,550,23904
7097,11311,29088
5535,9489,28512
791,1062,25056
707,599,25056
655,403,24768
2263,1866,26496
397,364,24480
502,501,24768
506,788,25344
1761,3292,26784
1663,1298,25632
3981,5234,27072
724,1592,25920
3122,4632,27360
1050,963,24768
425,740,25920
1963,1300,25920
428,856,25920
2559,6918,27936
1627,3036,26496
962,1634,25632
7410,15393,29952
4178,7743,27936
475,1525,25920
953,1622,25920
3642,2919,26784
292,382,24480
3008,4657,26784
397,935,25920
2608,5776,27936
1658,1846,25632
727,1656,25344
1325,518,24480
416,374,24480
1673,1943,26208
1217,747,25056
1388,2000,25920
4214,2735,26784
782,1722,25632
550,451,24768
1314,1445,25920
971,1167,25632
1049,2988,26208
2203,3806,27072
874,1231,25344
1921,774,25056
529,350,24192
501,389,24192
7489,12614,29664
2707,3360,26784
2239,5472,26784
19341,34376,33984
1412,3244,26496
439,373,24768
5627,12297,29952
87,250,24192
827,431,24480
368,446,24768
357,558,24192
1154,1946,25632
9175,11757,29376
6934,12683,29664
1170,1994,25920
858,2065,25632
386,403,24480
6722,14145,30240
3356,5189,27648
5186,7204,28512
6475,12467,28800
9223,21620,30816
4895,5598,27360
4227,9083,28800
2105,4434,27360
1063,864,24192
9287,11693,29664
4082,8336,28800
417,350,24480
87,321,24192
6505,12521,29088
791,1079,25632
626,480,24480
4218,5593,27072
822,412,24480
7822,16610,29376
4874,6937,28224
7341,14319,29376
1206,1012,25344
1043,795,25056
3712,5222,27936
200,346,24192
10070,16047,30240
2493,5312,27648
2303,2419,26208
580,844,24768
549,400,24480
3557,4765,27360
596,738,25920
316,673,25056
531,1355,25920
790,421,24480
319,413,24768
1081,683,24192
3528,3971,26208
1107,824,25632
1584,1965,26208
3177,8107,27936
20756,38085,35424
517,913,25632
615,489,24768
10121,21664,31392
710,475,24768
750,765,25920
18484,28201,33408
291,347,24480
422,431,24192
6734,18939,30240
606,1874,25920
709,685,25056
2107,1456,26208
1425,3500,27072
4500,5513,27360
867,3518,25920
1165,874,25920
2720,11541,27648
1533,1698,25920
229,439,24192
1875,916,25632
767,409,24480
3801,4195,27936
493,424,24192
3398,3961,27360
6576,7008,28512
931,1688,25344
5740,9502,28224
4639,3749,27360
1479,1248,26208
2809,4736,26784
1879,4033,24480
3166,5872,27360
12285,19095,30816
12134,31035,32256
3513,3848,26784
10529,20893,29952
4820,9894,27936
916,732,25056
535,522,24768
87,330,23904
1922,2437,26496
7086,12994,29952
2288,3379,27072
7962,10828,29376
221,317,24192
771,1703,25920
239,342,24480
9119,15932,30240
4274,10336,28512
3690,3035,27072
1349,1543,25632
266,1766,25056
87,252,23616
6101,9827,29376
9332,15642,30816
968,683,25344
719,480,24480
289,329,24192
947,1527,25344
201,293,24192
604,469,24768
257,332,24192
250,378,24768
827,512,24480
782,469,24192
14426,32763,33984
521,715,25056
1295,1780,25920
7348,15685,29664
572,1636,26208
3077,5184,27072
8815,13924,29664
173,280,24768
263,387,24768
2444,1595,25344
3052,5437,25920
925,906,25632
1074,2629,25632
1416,2320,25632
9882,14514,29952
719,1490,25632
602,979,25920
6006,11195,27648
1360,2131,26208
4349,6646,27936
2226,3585,26496
4831,9073,28224
1964,1896,26208
551,412,24480
159,316,24480
211,374,24192
301,486,24192
3470,6227,27648
675,885,25344
2388,921,25056
672,716,24768
16370,28884,33984
619,3270,26496
889,1488,25920
2582,5323,27648
1039,1298,25632
790,838,25632
4591,7514,28224
2181,940,24768
1845,4012,27648
4833,11637,28512
2091,6100,27648
1972,2615,25920
1482,2085,25920
185,305,24480
8230,15607,30240
4102,5758,27936
1878,3778,26208
285,471,24480
261,312,24192
2102,1582,25632
1638,1536,26208
2501,5963,27936
23873,39037,36864
159,291,24480
1538,1528,25920
658,738,24768
743,862,24768
2124,1726,26496
986,1652,25920
535,483,24768
529,1105,25056
467,359,24480
525,661,24192
3805,8315,27936
213,311,24480
521,1106,25344
639,1354,24192
3205,2796,26496
673,423,24480
995,550,24480
4944,9642,27360
1587,2992,26496
560,964,25920
7998,9477,28224
5562,8269,28800
482,493,24480
1808,1022,25056
1204,1827,25920
729,834,25920
2249,2586,26208
425,376,24192
573,810,25920
